hash,module,result
0bc8eb8ba3440a2afdb6efe17cc6b089,check title,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check description,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check viewport,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check title_h1_match,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check title_h1_identical,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_density,2.515
0bc8eb8ba3440a2afdb6efe17cc6b089,check word_count,159
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_count,4
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_url,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_description-og-name,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_description-og-property,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_href,5
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_link-text,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_source,19
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_meta-og,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_meta-description,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_meta-properties,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_meta-content,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_title-meta,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_title-og,0
0bc8eb8ba3440a2afdb6efe17cc6b089,check kw_in_title,1
0bc8eb8ba3440a2afdb6efe17cc6b089,check canonical,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check url_length,43
0c666ea1a98e88ae6e05e4b2c3dc3658,robots_txt,1
0c666ea1a98e88ae6e05e4b2c3dc3658,source top,1
0c666ea1a98e88ae6e05e4b2c3dc3658,source shop,0
0c666ea1a98e88ae6e05e4b2c3dc3658,source search engine,0
0c666ea1a98e88ae6e05e4b2c3dc3658,source not optimized,0
0c666ea1a98e88ae6e05e4b2c3dc3658,source news,1
0c666ea1a98e88ae6e05e4b2c3dc3658,source known,1
0c666ea1a98e88ae6e05e4b2c3dc3658,source company,0
0c666ea1a98e88ae6e05e4b2c3dc3658,source ads,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check h1,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check nofollow,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check wordpress,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check sitemap,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check og,1
0c666ea1a98e88ae6e05e4b2c3dc3658,micros counter,0
0c666ea1a98e88ae6e05e4b2c3dc3658,micros,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check https,1
0c666ea1a98e88ae6e05e4b2c3dc3658,tools ads count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools ads,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools social count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools social,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools content count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools content,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools caching count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools caching,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools seo count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools seo,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools analytics count,0
0c666ea1a98e88ae6e05e4b2c3dc3658,tools analytics,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check external links,49
0c666ea1a98e88ae6e05e4b2c3dc3658,check internal links,272
0c666ea1a98e88ae6e05e4b2c3dc3658,check title,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check description,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check viewport,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check title_h1_match,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check title_h1_identical,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_density,0.98
0c666ea1a98e88ae6e05e4b2c3dc3658,check word_count,102
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_count,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_url,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_description-og-name,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_description-og-property,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_href,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_link-text,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_source,39
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_meta-og,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_meta-description,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_meta-properties,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_meta-content,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_title-meta,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_title-og,0
0c666ea1a98e88ae6e05e4b2c3dc3658,check kw_in_title,1
0c666ea1a98e88ae6e05e4b2c3dc3658,check canonical,1
0d9e99c48006c48f1a85d6d6a86e3931,check title_h1_identical,0
0d9e99c48006c48f1a85d6d6a86e3931,check url_length,88
0d9e99c48006c48f1a85d6d6a86e3931,robots_txt,1
0d9e99c48006c48f1a85d6d6a86e3931,source top,1
0d9e99c48006c48f1a85d6d6a86e3931,source shop,0
0d9e99c48006c48f1a85d6d6a86e3931,source search engine,0
0d9e99c48006c48f1a85d6d6a86e3931,source not optimized,0
0d9e99c48006c48f1a85d6d6a86e3931,source news,1
0d9e99c48006c48f1a85d6d6a86e3931,source known,0
0d9e99c48006c48f1a85d6d6a86e3931,source company,0
0d9e99c48006c48f1a85d6d6a86e3931,source ads,0
0d9e99c48006c48f1a85d6d6a86e3931,check h1,1
0d9e99c48006c48f1a85d6d6a86e3931,check nofollow,30
0d9e99c48006c48f1a85d6d6a86e3931,check wordpress,0
0d9e99c48006c48f1a85d6d6a86e3931,check sitemap,0
0d9e99c48006c48f1a85d6d6a86e3931,check og,1
0d9e99c48006c48f1a85d6d6a86e3931,micros counter,0
0d9e99c48006c48f1a85d6d6a86e3931,micros,0
0d9e99c48006c48f1a85d6d6a86e3931,check https,1
0d9e99c48006c48f1a85d6d6a86e3931,tools ads count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools ads,0
0d9e99c48006c48f1a85d6d6a86e3931,tools social count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools social,0
0d9e99c48006c48f1a85d6d6a86e3931,tools content count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools content,0
0d9e99c48006c48f1a85d6d6a86e3931,tools caching count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools caching,0
0d9e99c48006c48f1a85d6d6a86e3931,tools seo count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools seo,0
0d9e99c48006c48f1a85d6d6a86e3931,tools analytics count,0
0d9e99c48006c48f1a85d6d6a86e3931,tools analytics,0
0d9e99c48006c48f1a85d6d6a86e3931,check external links,45
0d9e99c48006c48f1a85d6d6a86e3931,check internal links,169
0d9e99c48006c48f1a85d6d6a86e3931,check title,1
0d9e99c48006c48f1a85d6d6a86e3931,check description,1
0d9e99c48006c48f1a85d6d6a86e3931,check viewport,0
0d9e99c48006c48f1a85d6d6a86e3931,check title_h1_match,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_density,0.0
0d9e99c48006c48f1a85d6d6a86e3931,check word_count,94
0d9e99c48006c48f1a85d6d6a86e3931,check kw_count,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_url,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_description-og-name,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_description-og-property,1
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_href,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_link-text,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_source,6
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_meta-og,1
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_meta-description,1
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_meta-properties,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_meta-content,3
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_title-meta,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_title-og,0
0d9e99c48006c48f1a85d6d6a86e3931,check kw_in_title,0
0d9e99c48006c48f1a85d6d6a86e3931,check canonical,1
0dce4a9c744a17e63f0f4b313d7bff3e,check url_length,28
0dce4a9c744a17e63f0f4b313d7bff3e,robots_txt,1
0dce4a9c744a17e63f0f4b313d7bff3e,source top,1
0dce4a9c744a17e63f0f4b313d7bff3e,source shop,0
0dce4a9c744a17e63f0f4b313d7bff3e,source search engine,0
0dce4a9c744a17e63f0f4b313d7bff3e,source not optimized,0
0dce4a9c744a17e63f0f4b313d7bff3e,source news,1
0dce4a9c744a17e63f0f4b313d7bff3e,source known,0
0dce4a9c744a17e63f0f4b313d7bff3e,source company,0
0dce4a9c744a17e63f0f4b313d7bff3e,source ads,0
0dce4a9c744a17e63f0f4b313d7bff3e,check h1,1
0dce4a9c744a17e63f0f4b313d7bff3e,check nofollow,0
0dce4a9c744a17e63f0f4b313d7bff3e,check wordpress,0
0dce4a9c744a17e63f0f4b313d7bff3e,check sitemap,0
0dce4a9c744a17e63f0f4b313d7bff3e,check og,1
0dce4a9c744a17e63f0f4b313d7bff3e,micros counter,0
0dce4a9c744a17e63f0f4b313d7bff3e,micros,0
0dce4a9c744a17e63f0f4b313d7bff3e,check https,1
0dce4a9c744a17e63f0f4b313d7bff3e,tools ads count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools ads,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools social count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools social,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools content count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools content,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools caching count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools caching,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools seo count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools seo,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools analytics count,0
0dce4a9c744a17e63f0f4b313d7bff3e,tools analytics,0
0dce4a9c744a17e63f0f4b313d7bff3e,check external links,44
0dce4a9c744a17e63f0f4b313d7bff3e,check internal links,139
0dce4a9c744a17e63f0f4b313d7bff3e,check title,1
0dce4a9c744a17e63f0f4b313d7bff3e,check description,1
0dce4a9c744a17e63f0f4b313d7bff3e,check viewport,1
0dce4a9c744a17e63f0f4b313d7bff3e,check title_h1_match,2
0dce4a9c744a17e63f0f4b313d7bff3e,check title_h1_identical,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_density,0.0
0dce4a9c744a17e63f0f4b313d7bff3e,check word_count,45
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_count,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_url,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_description-og-name,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_description-og-property,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_href,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_link-text,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_source,9
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_meta-og,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_meta-description,1
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_meta-properties,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_meta-content,2
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_title-meta,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_title-og,0
0dce4a9c744a17e63f0f4b313d7bff3e,check kw_in_title,1
0dce4a9c744a17e63f0f4b313d7bff3e,check canonical,1
0f67ae9cb58f05687a0ecb226d02aae3,check title_h1_identical,0
0f67ae9cb58f05687a0ecb226d02aae3,check url_length,18
0f67ae9cb58f05687a0ecb226d02aae3,robots_txt,1
0f67ae9cb58f05687a0ecb226d02aae3,source top,0
0f67ae9cb58f05687a0ecb226d02aae3,source shop,0
0f67ae9cb58f05687a0ecb226d02aae3,source search engine,0
0f67ae9cb58f05687a0ecb226d02aae3,source not optimized,0
0f67ae9cb58f05687a0ecb226d02aae3,source news,0
0f67ae9cb58f05687a0ecb226d02aae3,source known,0
0f67ae9cb58f05687a0ecb226d02aae3,source company,0
0f67ae9cb58f05687a0ecb226d02aae3,source ads,0
0f67ae9cb58f05687a0ecb226d02aae3,check h1,1
0f67ae9cb58f05687a0ecb226d02aae3,check nofollow,4
0f67ae9cb58f05687a0ecb226d02aae3,check wordpress,0
0f67ae9cb58f05687a0ecb226d02aae3,check sitemap,1
0f67ae9cb58f05687a0ecb226d02aae3,check og,0
0f67ae9cb58f05687a0ecb226d02aae3,micros counter,0
0f67ae9cb58f05687a0ecb226d02aae3,micros,0
0f67ae9cb58f05687a0ecb226d02aae3,check https,1
0f67ae9cb58f05687a0ecb226d02aae3,tools ads count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools ads,0
0f67ae9cb58f05687a0ecb226d02aae3,tools social count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools social,0
0f67ae9cb58f05687a0ecb226d02aae3,tools content count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools content,0
0f67ae9cb58f05687a0ecb226d02aae3,tools caching count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools caching,0
0f67ae9cb58f05687a0ecb226d02aae3,tools seo count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools seo,0
0f67ae9cb58f05687a0ecb226d02aae3,tools analytics count,0
0f67ae9cb58f05687a0ecb226d02aae3,tools analytics,0
0f67ae9cb58f05687a0ecb226d02aae3,check external links,5
0f67ae9cb58f05687a0ecb226d02aae3,check internal links,127
0f67ae9cb58f05687a0ecb226d02aae3,check title,1
0f67ae9cb58f05687a0ecb226d02aae3,check description,1
0f67ae9cb58f05687a0ecb226d02aae3,check viewport,1
0f67ae9cb58f05687a0ecb226d02aae3,check title_h1_match,4
0f67ae9cb58f05687a0ecb226d02aae3,check kw_density,1.02
0f67ae9cb58f05687a0ecb226d02aae3,check word_count,98
0f67ae9cb58f05687a0ecb226d02aae3,check kw_count,1
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_url,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_description-og-name,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_description-og-property,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_href,1
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_link-text,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_source,1
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_meta-og,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_meta-description,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_meta-properties,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_meta-content,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_title-meta,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_title-og,0
0f67ae9cb58f05687a0ecb226d02aae3,check kw_in_title,0
0f67ae9cb58f05687a0ecb226d02aae3,check canonical,1
0f728cd6a6516fd00a47a105badcaf14,check url_length,124
0f728cd6a6516fd00a47a105badcaf14,robots_txt,1
0f728cd6a6516fd00a47a105badcaf14,source top,1
0f728cd6a6516fd00a47a105badcaf14,source shop,0
0f728cd6a6516fd00a47a105badcaf14,source search engine,0
0f728cd6a6516fd00a47a105badcaf14,source not optimized,0
0f728cd6a6516fd00a47a105badcaf14,source news,1
0f728cd6a6516fd00a47a105badcaf14,source known,0
0f728cd6a6516fd00a47a105badcaf14,source company,0
0f728cd6a6516fd00a47a105badcaf14,source ads,0
0f728cd6a6516fd00a47a105badcaf14,check h1,1
0f728cd6a6516fd00a47a105badcaf14,check nofollow,1
0f728cd6a6516fd00a47a105badcaf14,check wordpress,0
0f728cd6a6516fd00a47a105badcaf14,check sitemap,0
0f728cd6a6516fd00a47a105badcaf14,check og,1
0f728cd6a6516fd00a47a105badcaf14,micros counter,0
0f728cd6a6516fd00a47a105badcaf14,micros,0
0f728cd6a6516fd00a47a105badcaf14,check https,1
0f728cd6a6516fd00a47a105badcaf14,tools ads count,0
0f728cd6a6516fd00a47a105badcaf14,tools ads,0
0f728cd6a6516fd00a47a105badcaf14,tools social count,0
0f728cd6a6516fd00a47a105badcaf14,tools social,0
0f728cd6a6516fd00a47a105badcaf14,tools content count,0
0f728cd6a6516fd00a47a105badcaf14,tools content,0
0f728cd6a6516fd00a47a105badcaf14,tools caching count,0
0f728cd6a6516fd00a47a105badcaf14,tools caching,0
0f728cd6a6516fd00a47a105badcaf14,tools seo count,0
0f728cd6a6516fd00a47a105badcaf14,tools seo,0
0f728cd6a6516fd00a47a105badcaf14,tools analytics count,0
0f728cd6a6516fd00a47a105badcaf14,tools analytics,0
0f728cd6a6516fd00a47a105badcaf14,check external links,32
0f728cd6a6516fd00a47a105badcaf14,check internal links,73
0f728cd6a6516fd00a47a105badcaf14,check title,1
0f728cd6a6516fd00a47a105badcaf14,check description,1
0f728cd6a6516fd00a47a105badcaf14,check viewport,1
0f728cd6a6516fd00a47a105badcaf14,check title_h1_match,2
0f728cd6a6516fd00a47a105badcaf14,check title_h1_identical,0
0f728cd6a6516fd00a47a105badcaf14,check kw_density,0.0
0f728cd6a6516fd00a47a105badcaf14,check word_count,28
0f728cd6a6516fd00a47a105badcaf14,check kw_count,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_url,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_description-og-name,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_description-og-property,1
0f728cd6a6516fd00a47a105badcaf14,check kw_in_href,1
0f728cd6a6516fd00a47a105badcaf14,check kw_in_link-text,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_source,5
0f728cd6a6516fd00a47a105badcaf14,check kw_in_meta-og,1
0f728cd6a6516fd00a47a105badcaf14,check kw_in_meta-description,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_meta-properties,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_meta-content,7
0f728cd6a6516fd00a47a105badcaf14,check kw_in_title-meta,0
0f728cd6a6516fd00a47a105badcaf14,check kw_in_title-og,1
0f728cd6a6516fd00a47a105badcaf14,check kw_in_title,0
0f728cd6a6516fd00a47a105badcaf14,check canonical,0
0fc57c4d1306191227b72dc28a4328c0,source known,1
0fc57c4d1306191227b72dc28a4328c0,check url_length,31
0fc57c4d1306191227b72dc28a4328c0,robots_txt,1
0fc57c4d1306191227b72dc28a4328c0,source top,1
0fc57c4d1306191227b72dc28a4328c0,source shop,0
0fc57c4d1306191227b72dc28a4328c0,source search engine,0
0fc57c4d1306191227b72dc28a4328c0,source not optimized,0
0fc57c4d1306191227b72dc28a4328c0,source news,1
0fc57c4d1306191227b72dc28a4328c0,source company,0
0fc57c4d1306191227b72dc28a4328c0,source ads,0
0fc57c4d1306191227b72dc28a4328c0,check h1,0
0fc57c4d1306191227b72dc28a4328c0,check nofollow,0
0fc57c4d1306191227b72dc28a4328c0,check wordpress,0
0fc57c4d1306191227b72dc28a4328c0,check sitemap,0
0fc57c4d1306191227b72dc28a4328c0,check og,0
0fc57c4d1306191227b72dc28a4328c0,micros counter,0
0fc57c4d1306191227b72dc28a4328c0,micros,0
0fc57c4d1306191227b72dc28a4328c0,check https,1
0fc57c4d1306191227b72dc28a4328c0,tools ads count,0
0fc57c4d1306191227b72dc28a4328c0,tools ads,0
0fc57c4d1306191227b72dc28a4328c0,tools social count,0
0fc57c4d1306191227b72dc28a4328c0,tools social,0
0fc57c4d1306191227b72dc28a4328c0,tools content count,0
0fc57c4d1306191227b72dc28a4328c0,tools content,0
0fc57c4d1306191227b72dc28a4328c0,tools caching count,0
0fc57c4d1306191227b72dc28a4328c0,tools caching,0
0fc57c4d1306191227b72dc28a4328c0,tools seo count,0
0fc57c4d1306191227b72dc28a4328c0,tools seo,0
0fc57c4d1306191227b72dc28a4328c0,tools analytics count,0
0fc57c4d1306191227b72dc28a4328c0,tools analytics,0
0fc57c4d1306191227b72dc28a4328c0,check external links,5
0fc57c4d1306191227b72dc28a4328c0,check internal links,14
0fc57c4d1306191227b72dc28a4328c0,check title,1
0fc57c4d1306191227b72dc28a4328c0,check description,0
0fc57c4d1306191227b72dc28a4328c0,check viewport,1
0fc57c4d1306191227b72dc28a4328c0,check title_h1_match,0
0fc57c4d1306191227b72dc28a4328c0,check title_h1_identical,0
0fc57c4d1306191227b72dc28a4328c0,check kw_density,5.263
0fc57c4d1306191227b72dc28a4328c0,check word_count,19
0fc57c4d1306191227b72dc28a4328c0,check kw_count,1
0fc57c4d1306191227b72dc28a4328c0,check kw_in_url,1
0fc57c4d1306191227b72dc28a4328c0,check kw_in_description-og-name,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_description-og-property,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_href,1
0fc57c4d1306191227b72dc28a4328c0,check kw_in_link-text,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_source,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_meta-og,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_meta-description,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_meta-properties,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_meta-content,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_title-meta,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_title-og,0
0fc57c4d1306191227b72dc28a4328c0,check kw_in_title,0
0fc57c4d1306191227b72dc28a4328c0,check canonical,0
10a42d17d74289560a41bf0fb5e18e9e,check title_h1_identical,0
10a42d17d74289560a41bf0fb5e18e9e,check url_length,22
10a42d17d74289560a41bf0fb5e18e9e,robots_txt,1
10a42d17d74289560a41bf0fb5e18e9e,source top,0
10a42d17d74289560a41bf0fb5e18e9e,source shop,0
10a42d17d74289560a41bf0fb5e18e9e,source search engine,0
10a42d17d74289560a41bf0fb5e18e9e,source not optimized,0
10a42d17d74289560a41bf0fb5e18e9e,source news,1
10a42d17d74289560a41bf0fb5e18e9e,source known,0
10a42d17d74289560a41bf0fb5e18e9e,source company,0
10a42d17d74289560a41bf0fb5e18e9e,source ads,0
10a42d17d74289560a41bf0fb5e18e9e,check h1,1
10a42d17d74289560a41bf0fb5e18e9e,check nofollow,0
10a42d17d74289560a41bf0fb5e18e9e,check wordpress,0
10a42d17d74289560a41bf0fb5e18e9e,check sitemap,0
10a42d17d74289560a41bf0fb5e18e9e,check og,1
10a42d17d74289560a41bf0fb5e18e9e,micros counter,0
10a42d17d74289560a41bf0fb5e18e9e,micros,0
10a42d17d74289560a41bf0fb5e18e9e,check https,1
10a42d17d74289560a41bf0fb5e18e9e,tools ads count,0
10a42d17d74289560a41bf0fb5e18e9e,tools ads,0
10a42d17d74289560a41bf0fb5e18e9e,tools social count,0
10a42d17d74289560a41bf0fb5e18e9e,tools social,0
10a42d17d74289560a41bf0fb5e18e9e,tools content count,0
10a42d17d74289560a41bf0fb5e18e9e,tools content,0
10a42d17d74289560a41bf0fb5e18e9e,tools caching count,0
10a42d17d74289560a41bf0fb5e18e9e,tools caching,0
10a42d17d74289560a41bf0fb5e18e9e,tools seo count,0
10a42d17d74289560a41bf0fb5e18e9e,tools seo,0
10a42d17d74289560a41bf0fb5e18e9e,tools analytics count,0
10a42d17d74289560a41bf0fb5e18e9e,tools analytics,0
10a42d17d74289560a41bf0fb5e18e9e,check external links,29
10a42d17d74289560a41bf0fb5e18e9e,check internal links,86
10a42d17d74289560a41bf0fb5e18e9e,check title,1
10a42d17d74289560a41bf0fb5e18e9e,check description,1
10a42d17d74289560a41bf0fb5e18e9e,check viewport,1
10a42d17d74289560a41bf0fb5e18e9e,check title_h1_match,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_density,1.84
10a42d17d74289560a41bf0fb5e18e9e,check word_count,163
10a42d17d74289560a41bf0fb5e18e9e,check kw_count,3
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_url,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_description-og-name,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_description-og-property,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_href,2
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_link-text,1
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_source,2
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_meta-og,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_meta-description,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_meta-properties,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_meta-content,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_title-meta,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_title-og,0
10a42d17d74289560a41bf0fb5e18e9e,check kw_in_title,0
10a42d17d74289560a41bf0fb5e18e9e,check canonical,1
1105d224d72ea2fad4a05060fca23227,check url_length,68
1105d224d72ea2fad4a05060fca23227,robots_txt,1
1105d224d72ea2fad4a05060fca23227,source top,1
