hash,module,result
61041e0fb029504f98b77e806a4cc5ba,check kw_in_meta-description,1
61041e0fb029504f98b77e806a4cc5ba,check kw_in_meta-properties,0
61041e0fb029504f98b77e806a4cc5ba,check kw_in_meta-content,5
61041e0fb029504f98b77e806a4cc5ba,check kw_in_title-meta,0
61041e0fb029504f98b77e806a4cc5ba,check kw_in_title-og,1
61041e0fb029504f98b77e806a4cc5ba,check kw_in_title,1
61041e0fb029504f98b77e806a4cc5ba,check canonical,1
6131fd4be42a6e73a5a370d2c3ad66f7,check url_length,15
6131fd4be42a6e73a5a370d2c3ad66f7,robots_txt,1
6131fd4be42a6e73a5a370d2c3ad66f7,source top,0
6131fd4be42a6e73a5a370d2c3ad66f7,source shop,0
6131fd4be42a6e73a5a370d2c3ad66f7,source search engine,0
6131fd4be42a6e73a5a370d2c3ad66f7,source not optimized,0
6131fd4be42a6e73a5a370d2c3ad66f7,source news,0
6131fd4be42a6e73a5a370d2c3ad66f7,source known,0
6131fd4be42a6e73a5a370d2c3ad66f7,source company,0
6131fd4be42a6e73a5a370d2c3ad66f7,source ads,0
6131fd4be42a6e73a5a370d2c3ad66f7,check h1,1
6131fd4be42a6e73a5a370d2c3ad66f7,check nofollow,0
6131fd4be42a6e73a5a370d2c3ad66f7,check wordpress,0
6131fd4be42a6e73a5a370d2c3ad66f7,check sitemap,0
6131fd4be42a6e73a5a370d2c3ad66f7,check og,1
6131fd4be42a6e73a5a370d2c3ad66f7,micros counter,0
6131fd4be42a6e73a5a370d2c3ad66f7,micros,0
6131fd4be42a6e73a5a370d2c3ad66f7,check https,1
6131fd4be42a6e73a5a370d2c3ad66f7,tools ads count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools ads,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools social count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools social,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools content count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools content,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools caching count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools caching,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools seo count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools seo,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools analytics count,0
6131fd4be42a6e73a5a370d2c3ad66f7,tools analytics,0
6131fd4be42a6e73a5a370d2c3ad66f7,check external links,8
6131fd4be42a6e73a5a370d2c3ad66f7,check internal links,40
6131fd4be42a6e73a5a370d2c3ad66f7,check title,1
6131fd4be42a6e73a5a370d2c3ad66f7,check description,1
6131fd4be42a6e73a5a370d2c3ad66f7,check viewport,1
6131fd4be42a6e73a5a370d2c3ad66f7,check title_h1_match,2
6131fd4be42a6e73a5a370d2c3ad66f7,check title_h1_identical,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_density,50.0
6131fd4be42a6e73a5a370d2c3ad66f7,check word_count,2
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_count,1
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_url,1
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_description-og-name,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_description-og-property,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_href,4
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_link-text,1
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_source,5
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_meta-og,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_meta-description,1
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_meta-properties,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_meta-content,5
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_title-meta,0
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_title-og,1
6131fd4be42a6e73a5a370d2c3ad66f7,check kw_in_title,1
6131fd4be42a6e73a5a370d2c3ad66f7,check canonical,1
61507256f4681919f8bbc62158496a47,check url_length,74
61507256f4681919f8bbc62158496a47,robots_txt,1
61507256f4681919f8bbc62158496a47,source top,0
61507256f4681919f8bbc62158496a47,source shop,0
61507256f4681919f8bbc62158496a47,source search engine,0
61507256f4681919f8bbc62158496a47,source not optimized,0
61507256f4681919f8bbc62158496a47,source news,0
61507256f4681919f8bbc62158496a47,source known,0
61507256f4681919f8bbc62158496a47,source company,0
61507256f4681919f8bbc62158496a47,source ads,0
61507256f4681919f8bbc62158496a47,check h1,1
61507256f4681919f8bbc62158496a47,check nofollow,0
61507256f4681919f8bbc62158496a47,check wordpress,0
61507256f4681919f8bbc62158496a47,check sitemap,0
61507256f4681919f8bbc62158496a47,check og,0
61507256f4681919f8bbc62158496a47,micros counter,0
61507256f4681919f8bbc62158496a47,micros,0
61507256f4681919f8bbc62158496a47,check https,1
61507256f4681919f8bbc62158496a47,tools ads count,0
61507256f4681919f8bbc62158496a47,tools ads,0
61507256f4681919f8bbc62158496a47,tools social count,0
61507256f4681919f8bbc62158496a47,tools social,0
61507256f4681919f8bbc62158496a47,tools content count,0
61507256f4681919f8bbc62158496a47,tools content,0
61507256f4681919f8bbc62158496a47,tools caching count,0
61507256f4681919f8bbc62158496a47,tools caching,0
61507256f4681919f8bbc62158496a47,tools seo count,0
61507256f4681919f8bbc62158496a47,tools seo,0
61507256f4681919f8bbc62158496a47,tools analytics count,0
61507256f4681919f8bbc62158496a47,tools analytics,0
61507256f4681919f8bbc62158496a47,check external links,34
61507256f4681919f8bbc62158496a47,check internal links,146
61507256f4681919f8bbc62158496a47,check title,1
61507256f4681919f8bbc62158496a47,check description,1
61507256f4681919f8bbc62158496a47,check viewport,1
61507256f4681919f8bbc62158496a47,check title_h1_match,2
61507256f4681919f8bbc62158496a47,check title_h1_identical,0
61507256f4681919f8bbc62158496a47,check kw_density,8.9
61507256f4681919f8bbc62158496a47,check word_count,191
61507256f4681919f8bbc62158496a47,check kw_count,17
61507256f4681919f8bbc62158496a47,check kw_in_url,1
61507256f4681919f8bbc62158496a47,check kw_in_description-og-name,0
61507256f4681919f8bbc62158496a47,check kw_in_description-og-property,0
61507256f4681919f8bbc62158496a47,check kw_in_href,16
61507256f4681919f8bbc62158496a47,check kw_in_link-text,10
61507256f4681919f8bbc62158496a47,check kw_in_source,19
61507256f4681919f8bbc62158496a47,check kw_in_meta-og,0
61507256f4681919f8bbc62158496a47,check kw_in_meta-description,1
61507256f4681919f8bbc62158496a47,check kw_in_meta-properties,0
61507256f4681919f8bbc62158496a47,check kw_in_meta-content,2
61507256f4681919f8bbc62158496a47,check kw_in_title-meta,0
61507256f4681919f8bbc62158496a47,check kw_in_title-og,0
61507256f4681919f8bbc62158496a47,check kw_in_title,1
61507256f4681919f8bbc62158496a47,check canonical,0
62b8422ce7d139de6f2bf0b160c7596a,check url_length,82
62b8422ce7d139de6f2bf0b160c7596a,robots_txt,1
62b8422ce7d139de6f2bf0b160c7596a,source top,0
62b8422ce7d139de6f2bf0b160c7596a,source shop,0
62b8422ce7d139de6f2bf0b160c7596a,source search engine,0
62b8422ce7d139de6f2bf0b160c7596a,source not optimized,0
62b8422ce7d139de6f2bf0b160c7596a,source news,0
62b8422ce7d139de6f2bf0b160c7596a,source known,0
62b8422ce7d139de6f2bf0b160c7596a,source company,0
62b8422ce7d139de6f2bf0b160c7596a,source ads,0
62b8422ce7d139de6f2bf0b160c7596a,check h1,1
62b8422ce7d139de6f2bf0b160c7596a,check nofollow,0
62b8422ce7d139de6f2bf0b160c7596a,check wordpress,0
62b8422ce7d139de6f2bf0b160c7596a,check sitemap,0
62b8422ce7d139de6f2bf0b160c7596a,check og,0
62b8422ce7d139de6f2bf0b160c7596a,micros counter,0
62b8422ce7d139de6f2bf0b160c7596a,micros,0
62b8422ce7d139de6f2bf0b160c7596a,check https,1
62b8422ce7d139de6f2bf0b160c7596a,tools ads count,0
62b8422ce7d139de6f2bf0b160c7596a,tools ads,0
62b8422ce7d139de6f2bf0b160c7596a,tools social count,0
62b8422ce7d139de6f2bf0b160c7596a,tools social,0
62b8422ce7d139de6f2bf0b160c7596a,tools content count,0
62b8422ce7d139de6f2bf0b160c7596a,tools content,0
62b8422ce7d139de6f2bf0b160c7596a,tools caching count,0
62b8422ce7d139de6f2bf0b160c7596a,tools caching,0
62b8422ce7d139de6f2bf0b160c7596a,tools seo count,0
62b8422ce7d139de6f2bf0b160c7596a,tools seo,0
62b8422ce7d139de6f2bf0b160c7596a,tools analytics count,0
62b8422ce7d139de6f2bf0b160c7596a,tools analytics,0
62b8422ce7d139de6f2bf0b160c7596a,check external links,15
62b8422ce7d139de6f2bf0b160c7596a,check internal links,322
62b8422ce7d139de6f2bf0b160c7596a,check title,1
62b8422ce7d139de6f2bf0b160c7596a,check description,0
62b8422ce7d139de6f2bf0b160c7596a,check viewport,1
62b8422ce7d139de6f2bf0b160c7596a,check title_h1_identical,0
62b8422ce7d139de6f2bf0b160c7596a,check title_h1_match,2
62b8422ce7d139de6f2bf0b160c7596a,check kw_density,5.844
62b8422ce7d139de6f2bf0b160c7596a,check word_count,154
62b8422ce7d139de6f2bf0b160c7596a,check kw_count,9
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_url,1
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_description-og-name,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_description-og-property,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_href,6
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_link-text,8
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_source,49
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_meta-og,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_meta-description,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_meta-properties,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_meta-content,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_title-meta,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_title-og,0
62b8422ce7d139de6f2bf0b160c7596a,check kw_in_title,1
62b8422ce7d139de6f2bf0b160c7596a,check canonical,0
62c45dc66c88a916358b0f7884cabb45,check url_length,31
62c45dc66c88a916358b0f7884cabb45,robots_txt,1
62c45dc66c88a916358b0f7884cabb45,source top,0
62c45dc66c88a916358b0f7884cabb45,source shop,0
62c45dc66c88a916358b0f7884cabb45,source search engine,0
62c45dc66c88a916358b0f7884cabb45,source not optimized,0
62c45dc66c88a916358b0f7884cabb45,source news,0
62c45dc66c88a916358b0f7884cabb45,source known,0
62c45dc66c88a916358b0f7884cabb45,source company,0
62c45dc66c88a916358b0f7884cabb45,source ads,0
62c45dc66c88a916358b0f7884cabb45,check h1,0
62c45dc66c88a916358b0f7884cabb45,check nofollow,0
62c45dc66c88a916358b0f7884cabb45,check wordpress,0
62c45dc66c88a916358b0f7884cabb45,check sitemap,0
62c45dc66c88a916358b0f7884cabb45,check og,1
62c45dc66c88a916358b0f7884cabb45,micros counter,0
62c45dc66c88a916358b0f7884cabb45,micros,0
62c45dc66c88a916358b0f7884cabb45,check https,1
62c45dc66c88a916358b0f7884cabb45,tools ads count,0
62c45dc66c88a916358b0f7884cabb45,tools ads,0
62c45dc66c88a916358b0f7884cabb45,tools social count,0
62c45dc66c88a916358b0f7884cabb45,tools social,0
62c45dc66c88a916358b0f7884cabb45,tools content count,0
62c45dc66c88a916358b0f7884cabb45,tools content,0
62c45dc66c88a916358b0f7884cabb45,tools caching count,0
62c45dc66c88a916358b0f7884cabb45,tools caching,0
62c45dc66c88a916358b0f7884cabb45,tools seo count,0
62c45dc66c88a916358b0f7884cabb45,tools seo,0
62c45dc66c88a916358b0f7884cabb45,tools analytics count,1
62c45dc66c88a916358b0f7884cabb45,tools analytics,Piwik
62c45dc66c88a916358b0f7884cabb45,check external links,0
62c45dc66c88a916358b0f7884cabb45,check internal links,53
62c45dc66c88a916358b0f7884cabb45,check title,1
62c45dc66c88a916358b0f7884cabb45,check description,1
62c45dc66c88a916358b0f7884cabb45,check viewport,1
62c45dc66c88a916358b0f7884cabb45,check title_h1_match,0
62c45dc66c88a916358b0f7884cabb45,check title_h1_identical,0
62c45dc66c88a916358b0f7884cabb45,check kw_density,45.0
62c45dc66c88a916358b0f7884cabb45,check word_count,20
62c45dc66c88a916358b0f7884cabb45,check kw_count,9
62c45dc66c88a916358b0f7884cabb45,check kw_in_url,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_description-og-name,0
62c45dc66c88a916358b0f7884cabb45,check kw_in_description-og-property,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_href,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_link-text,0
62c45dc66c88a916358b0f7884cabb45,check kw_in_source,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_meta-og,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_meta-description,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_meta-properties,0
62c45dc66c88a916358b0f7884cabb45,check kw_in_meta-content,6
62c45dc66c88a916358b0f7884cabb45,check kw_in_title-meta,0
62c45dc66c88a916358b0f7884cabb45,check kw_in_title-og,1
62c45dc66c88a916358b0f7884cabb45,check kw_in_title,1
62c45dc66c88a916358b0f7884cabb45,check canonical,1
639fc5bb475e1a3711f3780a55a37d0d,tools analytics,Google Tag Manager###GoogleTagManager tracker
639fc5bb475e1a3711f3780a55a37d0d,check url_length,20
639fc5bb475e1a3711f3780a55a37d0d,robots_txt,1
639fc5bb475e1a3711f3780a55a37d0d,source top,0
639fc5bb475e1a3711f3780a55a37d0d,source shop,0
639fc5bb475e1a3711f3780a55a37d0d,source search engine,0
639fc5bb475e1a3711f3780a55a37d0d,source not optimized,0
639fc5bb475e1a3711f3780a55a37d0d,source news,0
639fc5bb475e1a3711f3780a55a37d0d,source known,0
639fc5bb475e1a3711f3780a55a37d0d,source company,0
639fc5bb475e1a3711f3780a55a37d0d,source ads,0
639fc5bb475e1a3711f3780a55a37d0d,check h1,1
639fc5bb475e1a3711f3780a55a37d0d,check nofollow,0
639fc5bb475e1a3711f3780a55a37d0d,check wordpress,0
639fc5bb475e1a3711f3780a55a37d0d,check sitemap,0
639fc5bb475e1a3711f3780a55a37d0d,check og,1
639fc5bb475e1a3711f3780a55a37d0d,micros counter,0
639fc5bb475e1a3711f3780a55a37d0d,micros,0
639fc5bb475e1a3711f3780a55a37d0d,check https,1
639fc5bb475e1a3711f3780a55a37d0d,tools ads count,0
639fc5bb475e1a3711f3780a55a37d0d,tools ads,0
639fc5bb475e1a3711f3780a55a37d0d,tools social count,0
639fc5bb475e1a3711f3780a55a37d0d,tools social,0
639fc5bb475e1a3711f3780a55a37d0d,tools content count,0
639fc5bb475e1a3711f3780a55a37d0d,tools content,0
639fc5bb475e1a3711f3780a55a37d0d,tools caching count,0
639fc5bb475e1a3711f3780a55a37d0d,tools caching,0
639fc5bb475e1a3711f3780a55a37d0d,tools seo count,0
639fc5bb475e1a3711f3780a55a37d0d,tools seo,0
639fc5bb475e1a3711f3780a55a37d0d,tools analytics count,2
639fc5bb475e1a3711f3780a55a37d0d,check external links,24
639fc5bb475e1a3711f3780a55a37d0d,check internal links,27
639fc5bb475e1a3711f3780a55a37d0d,check title,1
639fc5bb475e1a3711f3780a55a37d0d,check description,0
639fc5bb475e1a3711f3780a55a37d0d,check viewport,1
639fc5bb475e1a3711f3780a55a37d0d,check title_h1_match,1
639fc5bb475e1a3711f3780a55a37d0d,check title_h1_identical,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_density,55.555
639fc5bb475e1a3711f3780a55a37d0d,check word_count,9
639fc5bb475e1a3711f3780a55a37d0d,check kw_count,5
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_url,1
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_description-og-name,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_description-og-property,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_href,16
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_link-text,3
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_source,6
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_meta-og,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_meta-description,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_meta-properties,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_meta-content,3
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_title-meta,0
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_title-og,1
639fc5bb475e1a3711f3780a55a37d0d,check kw_in_title,1
639fc5bb475e1a3711f3780a55a37d0d,check canonical,1
6446a0cea5fd0e72159c963edcfc4684,check url_length,53
6446a0cea5fd0e72159c963edcfc4684,robots_txt,1
6446a0cea5fd0e72159c963edcfc4684,source top,0
6446a0cea5fd0e72159c963edcfc4684,source shop,0
6446a0cea5fd0e72159c963edcfc4684,source search engine,0
6446a0cea5fd0e72159c963edcfc4684,source not optimized,0
6446a0cea5fd0e72159c963edcfc4684,source news,0
6446a0cea5fd0e72159c963edcfc4684,source known,0
6446a0cea5fd0e72159c963edcfc4684,source company,0
6446a0cea5fd0e72159c963edcfc4684,source ads,0
6446a0cea5fd0e72159c963edcfc4684,check h1,1
6446a0cea5fd0e72159c963edcfc4684,check nofollow,3
6446a0cea5fd0e72159c963edcfc4684,check wordpress,0
6446a0cea5fd0e72159c963edcfc4684,check sitemap,1
6446a0cea5fd0e72159c963edcfc4684,check og,1
6446a0cea5fd0e72159c963edcfc4684,micros counter,0
6446a0cea5fd0e72159c963edcfc4684,micros,0
6446a0cea5fd0e72159c963edcfc4684,check https,1
6446a0cea5fd0e72159c963edcfc4684,tools ads count,0
6446a0cea5fd0e72159c963edcfc4684,tools ads,0
6446a0cea5fd0e72159c963edcfc4684,tools social count,0
6446a0cea5fd0e72159c963edcfc4684,tools social,0
6446a0cea5fd0e72159c963edcfc4684,tools content count,0
6446a0cea5fd0e72159c963edcfc4684,tools content,0
6446a0cea5fd0e72159c963edcfc4684,tools caching count,0
6446a0cea5fd0e72159c963edcfc4684,tools caching,0
6446a0cea5fd0e72159c963edcfc4684,tools seo count,0
6446a0cea5fd0e72159c963edcfc4684,tools seo,0
6446a0cea5fd0e72159c963edcfc4684,tools analytics count,1
6446a0cea5fd0e72159c963edcfc4684,tools analytics,Piwik
6446a0cea5fd0e72159c963edcfc4684,check external links,10
6446a0cea5fd0e72159c963edcfc4684,check internal links,73
6446a0cea5fd0e72159c963edcfc4684,check title,1
6446a0cea5fd0e72159c963edcfc4684,check description,1
6446a0cea5fd0e72159c963edcfc4684,check viewport,1
6446a0cea5fd0e72159c963edcfc4684,check title_h1_match,0
6446a0cea5fd0e72159c963edcfc4684,check title_h1_identical,0
6446a0cea5fd0e72159c963edcfc4684,check kw_density,32.051
6446a0cea5fd0e72159c963edcfc4684,check word_count,78
6446a0cea5fd0e72159c963edcfc4684,check kw_count,25
6446a0cea5fd0e72159c963edcfc4684,check kw_in_url,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_description-og-name,0
6446a0cea5fd0e72159c963edcfc4684,check kw_in_description-og-property,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_href,29
6446a0cea5fd0e72159c963edcfc4684,check kw_in_link-text,4
6446a0cea5fd0e72159c963edcfc4684,check kw_in_source,21
6446a0cea5fd0e72159c963edcfc4684,check kw_in_meta-og,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_meta-description,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_meta-properties,0
6446a0cea5fd0e72159c963edcfc4684,check kw_in_meta-content,8
6446a0cea5fd0e72159c963edcfc4684,check kw_in_title-meta,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_title-og,1
6446a0cea5fd0e72159c963edcfc4684,check kw_in_title,1
6446a0cea5fd0e72159c963edcfc4684,check canonical,1
646d75fc5736696086193d135930c41f,check url_length,73
646d75fc5736696086193d135930c41f,robots_txt,1
646d75fc5736696086193d135930c41f,source top,1
646d75fc5736696086193d135930c41f,source shop,0
646d75fc5736696086193d135930c41f,source search engine,0
646d75fc5736696086193d135930c41f,source not optimized,0
646d75fc5736696086193d135930c41f,source news,1
646d75fc5736696086193d135930c41f,source known,1
646d75fc5736696086193d135930c41f,source company,0
646d75fc5736696086193d135930c41f,source ads,0
646d75fc5736696086193d135930c41f,check h1,1
646d75fc5736696086193d135930c41f,check nofollow,5
646d75fc5736696086193d135930c41f,check wordpress,0
646d75fc5736696086193d135930c41f,check sitemap,0
646d75fc5736696086193d135930c41f,check og,1
646d75fc5736696086193d135930c41f,micros counter,0
646d75fc5736696086193d135930c41f,micros,0
646d75fc5736696086193d135930c41f,check https,1
646d75fc5736696086193d135930c41f,tools ads count,0
646d75fc5736696086193d135930c41f,tools ads,0
646d75fc5736696086193d135930c41f,tools social count,0
646d75fc5736696086193d135930c41f,tools social,0
646d75fc5736696086193d135930c41f,tools content count,0
646d75fc5736696086193d135930c41f,tools content,0
646d75fc5736696086193d135930c41f,tools caching count,0
646d75fc5736696086193d135930c41f,tools caching,0
646d75fc5736696086193d135930c41f,tools seo count,0
646d75fc5736696086193d135930c41f,tools seo,0
646d75fc5736696086193d135930c41f,tools analytics count,0
646d75fc5736696086193d135930c41f,tools analytics,0
646d75fc5736696086193d135930c41f,check external links,55
646d75fc5736696086193d135930c41f,check internal links,139
646d75fc5736696086193d135930c41f,check title,1
646d75fc5736696086193d135930c41f,check description,1
646d75fc5736696086193d135930c41f,check viewport,0
646d75fc5736696086193d135930c41f,check title_h1_match,1
646d75fc5736696086193d135930c41f,check title_h1_identical,0
646d75fc5736696086193d135930c41f,check kw_density,3.355
646d75fc5736696086193d135930c41f,check word_count,149
646d75fc5736696086193d135930c41f,check kw_count,5
646d75fc5736696086193d135930c41f,check kw_in_url,1
646d75fc5736696086193d135930c41f,check kw_in_description-og-name,0
646d75fc5736696086193d135930c41f,check kw_in_description-og-property,1
646d75fc5736696086193d135930c41f,check kw_in_href,8
646d75fc5736696086193d135930c41f,check kw_in_link-text,2
646d75fc5736696086193d135930c41f,check kw_in_source,17
646d75fc5736696086193d135930c41f,check kw_in_meta-og,1
646d75fc5736696086193d135930c41f,check kw_in_meta-description,1
646d75fc5736696086193d135930c41f,check kw_in_meta-properties,0
646d75fc5736696086193d135930c41f,check kw_in_meta-content,8
646d75fc5736696086193d135930c41f,check kw_in_title-meta,0
646d75fc5736696086193d135930c41f,check kw_in_title-og,1
646d75fc5736696086193d135930c41f,check kw_in_title,1
646d75fc5736696086193d135930c41f,check canonical,1
647568b1e25c35143e8bb4ec0b099401,check url_length,56
647568b1e25c35143e8bb4ec0b099401,robots_txt,1
647568b1e25c35143e8bb4ec0b099401,source top,1
647568b1e25c35143e8bb4ec0b099401,source shop,1
647568b1e25c35143e8bb4ec0b099401,source search engine,0
647568b1e25c35143e8bb4ec0b099401,source not optimized,0
647568b1e25c35143e8bb4ec0b099401,source news,0
647568b1e25c35143e8bb4ec0b099401,source known,0
647568b1e25c35143e8bb4ec0b099401,source company,0
647568b1e25c35143e8bb4ec0b099401,source ads,0
647568b1e25c35143e8bb4ec0b099401,check h1,1
647568b1e25c35143e8bb4ec0b099401,check nofollow,0
647568b1e25c35143e8bb4ec0b099401,check wordpress,0
647568b1e25c35143e8bb4ec0b099401,check sitemap,0
647568b1e25c35143e8bb4ec0b099401,check og,1
647568b1e25c35143e8bb4ec0b099401,micros counter,0
647568b1e25c35143e8bb4ec0b099401,micros,0
647568b1e25c35143e8bb4ec0b099401,check https,1
647568b1e25c35143e8bb4ec0b099401,tools ads count,0
647568b1e25c35143e8bb4ec0b099401,tools ads,0
647568b1e25c35143e8bb4ec0b099401,tools social count,0
647568b1e25c35143e8bb4ec0b099401,tools social,0
647568b1e25c35143e8bb4ec0b099401,tools content count,0
647568b1e25c35143e8bb4ec0b099401,tools content,0
647568b1e25c35143e8bb4ec0b099401,tools caching count,0
647568b1e25c35143e8bb4ec0b099401,tools caching,0
647568b1e25c35143e8bb4ec0b099401,tools seo count,0
647568b1e25c35143e8bb4ec0b099401,tools seo,0
647568b1e25c35143e8bb4ec0b099401,tools analytics count,0
647568b1e25c35143e8bb4ec0b099401,tools analytics,0
647568b1e25c35143e8bb4ec0b099401,check external links,9
647568b1e25c35143e8bb4ec0b099401,check internal links,36
647568b1e25c35143e8bb4ec0b099401,check title,1
647568b1e25c35143e8bb4ec0b099401,check description,1
647568b1e25c35143e8bb4ec0b099401,check viewport,1
647568b1e25c35143e8bb4ec0b099401,check title_h1_match,1
647568b1e25c35143e8bb4ec0b099401,check title_h1_identical,0
647568b1e25c35143e8bb4ec0b099401,check kw_density,40.0
647568b1e25c35143e8bb4ec0b099401,check word_count,10
647568b1e25c35143e8bb4ec0b099401,check kw_count,4
647568b1e25c35143e8bb4ec0b099401,check kw_in_url,1
647568b1e25c35143e8bb4ec0b099401,check kw_in_description-og-name,0
647568b1e25c35143e8bb4ec0b099401,check kw_in_description-og-property,1
647568b1e25c35143e8bb4ec0b099401,check kw_in_href,15
647568b1e25c35143e8bb4ec0b099401,check kw_in_link-text,0
647568b1e25c35143e8bb4ec0b099401,check kw_in_source,11
647568b1e25c35143e8bb4ec0b099401,check kw_in_meta-og,1
647568b1e25c35143e8bb4ec0b099401,check kw_in_meta-description,1
647568b1e25c35143e8bb4ec0b099401,check kw_in_meta-properties,0
647568b1e25c35143e8bb4ec0b099401,check kw_in_meta-content,5
647568b1e25c35143e8bb4ec0b099401,check kw_in_title-meta,0
647568b1e25c35143e8bb4ec0b099401,check kw_in_title-og,1
647568b1e25c35143e8bb4ec0b099401,check kw_in_title,1
647568b1e25c35143e8bb4ec0b099401,check canonical,1
66ce6800ed49c843040f8c6aeb44cfb7,check url_length,63
66ce6800ed49c843040f8c6aeb44cfb7,robots_txt,1
66ce6800ed49c843040f8c6aeb44cfb7,source top,1
66ce6800ed49c843040f8c6aeb44cfb7,source shop,0
66ce6800ed49c843040f8c6aeb44cfb7,source search engine,0
66ce6800ed49c843040f8c6aeb44cfb7,source not optimized,0
66ce6800ed49c843040f8c6aeb44cfb7,source news,1
66ce6800ed49c843040f8c6aeb44cfb7,source known,0
66ce6800ed49c843040f8c6aeb44cfb7,source company,0
66ce6800ed49c843040f8c6aeb44cfb7,source ads,0
66ce6800ed49c843040f8c6aeb44cfb7,check h1,1
66ce6800ed49c843040f8c6aeb44cfb7,check nofollow,0
66ce6800ed49c843040f8c6aeb44cfb7,check wordpress,0
66ce6800ed49c843040f8c6aeb44cfb7,check sitemap,1
66ce6800ed49c843040f8c6aeb44cfb7,check og,1
66ce6800ed49c843040f8c6aeb44cfb7,micros counter,0
66ce6800ed49c843040f8c6aeb44cfb7,micros,0
66ce6800ed49c843040f8c6aeb44cfb7,check https,1
66ce6800ed49c843040f8c6aeb44cfb7,tools ads count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools ads,0
66ce6800ed49c843040f8c6aeb44cfb7,tools social count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools social,0
66ce6800ed49c843040f8c6aeb44cfb7,tools content count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools content,0
66ce6800ed49c843040f8c6aeb44cfb7,tools caching count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools caching,0
66ce6800ed49c843040f8c6aeb44cfb7,tools seo count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools seo,0
66ce6800ed49c843040f8c6aeb44cfb7,tools analytics count,0
66ce6800ed49c843040f8c6aeb44cfb7,tools analytics,0
66ce6800ed49c843040f8c6aeb44cfb7,check external links,32
66ce6800ed49c843040f8c6aeb44cfb7,check internal links,162
